##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	ES_430_2.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	178096978
Sequences flagged as poor quality	0
Sequence length	101
%GC	38
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1203	62-63	0.46814861144373054
1203	64-65	0.44947093962451135
1203	66-67	0.5123800391613358
1203	68-69	0.5794475128743599
1203	70-71	0.5245643298645248
1203	72-73	0.5356973624151493
1203	74-75	0.6123498838299213
1203	76-77	0.7234251884594514
1203	78-79	0.6769561150491086
1203	80-81	0.6178267934837436
1203	82-83	0.496955072293467
1203	84-85	0.5488731819211807
1203	86-87	0.430204591366234
1203	88-89	0.40590564363067827
1203	90-91	0.40950536018987904
1203	92-93	0.6634563249789629
1203	94-95	0.8068737072242484
1203	96-97	0.8644457680847424
1203	98-99	0.9023689202806473
1203	100-101	0.793639653593722
1204	1	0.19418610290262706
1204	2	0.15640941564361555
1204	3	0.21896096127618847
1204	4	0.20823873005109306
1204	5	0.09827121155142748
1204	6	0.15487904499399718
1204	7	0.15492127777658027
1204	8	0.1363312340465228
1204	9	0.18641030073597875
1204	10-11	0.24053191473606006
1204	12-13	0.2321550625823008
1204	14-15	0.2657602306817779
1204	16-17	0.2879460031815313
1204	18-19	0.35271709859245703
1204	20-21	0.352381182839558
1204	22-23	0.34379752862783874
1204	24-25	0.4128968208021533
1204	26-27	0.302495234628104
1204	28-29	0.32394960336490897
1204	30-31	0.3594409766076794
1204	32-33	0.4505597017857852
1204	34-35	0.4696361487666394
1204	36-37	0.44090193256666765
1204	38-39	0.4588912079275289
1204	40-41	0.38040031164094046
1204	42-43	0.48081179235150273
1204	44-45	0.4749391476772402
1204	46-47	0.5345593903320562
1204	48-49	0.49031407107988656
1204	50-51	0.48479521288553684
1204	52-53	0.4732343765549416
1204	54-55	0.4601365617390627
1204	56-57	0.48589740440572626
1204	58-59	0.4990919349422569
1204	60-61	0.5014469480308961
1204	62-63	0.4375284391164982
1204	64-65	0.4689988779498009
1204	66-67	0.5660439766700236
1204	68-69	0.49930069088293294
1204	70-71	0.42834061945598734
1204	72-73	0.5543065963084999
1204	74-75	0.6420035043304466
1204	76-77	0.5909416356731114
1204	78-79	0.6324709848062895
1204	80-81	0.6448078862888238
1204	82-83	0.6704521947369315
1204	84-85	0.7361268168833988
1204	86-87	0.7253793493893035
1204	88-89	0.6661155093795905
1204	90-91	0.710590559538975
1204	92-93	0.7519601175709845
1204	94-95	0.7534098052908256
1204	96-97	0.8167125724079938
1204	98-99	0.7435356903949817
1204	100-101	0.6374460364640875
1205	1	-0.0025724361393812956
1205	2	-0.009090573016592884
1205	3	4.255291344463785E-4
1205	4	-0.005337033095436539
1205	5	0.03107600122335441
1205	6	0.031051084017292396
1205	7	0.01893449610960829
1205	8	0.025036217382080395
1205	9	0.037512723326436515
1205	10-11	0.04795228816858099
1205	12-13	0.08289892709970559
1205	14-15	0.02258503122068589
1205	16-17	0.05721496104333568
1205	18-19	0.004857559981090276
1205	20-21	0.05071521977710347
1205	22-23	0.11382220686302702
1205	24-25	0.0994921710056147
1205	26-27	0.07426990002152678
1205	28-29	0.02833758732379721
1205	30-31	0.03429629639704501
1205	32-33	0.1600297643711528
1205	34-35	0.11520312191355231
1205	36-37	0.12687389843052443
1205	38-39	0.18607893145152588
1205	40-41	0.13312110219224849
1205	42-43	0.17335482195881013
1205	44-45	0.19240238087902384
1205	46-47	0.20928477629414743
1205	48-49	0.11091940855565952
1205	50-51	0.10888929147193238
1205	52-53	0.09698519762543611
1205	54-55	0.23140462768448344
1205	56-57	0.2789897713510996
1205	58-59	0.3073005749945281
1205	60-61	0.3154981112982753
1205	62-63	0.25828695127614054
1205	64-65	0.2415783233230684
1205	66-67	0.20069878678847886
1205	68-69	0.24216330450467183
1205	70-71	0.2899047946139248
1205	72-73	0.35078929271718806
1205	74-75	0.36636206156331497
1205	76-77	0.41259432997917855
1205	78-79	0.41654019769089956
1205	80-81	0.30985894196523134
1205	82-83	0.31340455749469953
1205	84-85	0.3305291835488049
1205	86-87	0.3562019836778667
1205	88-89	0.3662647495798126
1205	90-91	0.32852621037637775
1205	92-93	0.35021002678618984
1205	94-95	0.3332825851876713
1205	96-97	0.28699187915941593
1205	98-99	0.21939047935473965
1205	100-101	-0.007739621305120181
1206	1	-0.19811342764700512
1206	2	-0.1481539466017665
1206	3	-0.14469254716868463
1206	4	-0.13509090930244128
